conversion_id,campaign_id,customer_id,conversion_date,conversion_type,conversion_value,attribution_model,time_to_convert_days
67662,490,13550,2025-06-03,Sign Up,1057085.17,Time Decay,4
67663,281,4904,2025-04-04,Purchase,798818.51,First Click,11
67664,295,53506,2024-07-28,Add to Cart,2738523.17,Linear,54
67665,437,17231,2025-10-21,Sign Up,1522080.18,Last Click,4
67666,404,2249,2024-02-04,Purchase,129830.01,First Click,1
67667,286,20551,2025-02-26,Add to Cart,2296238.82,Time Decay,42
67668,110,37330,2024-05-09,Contact,779001.45,Time Decay,24
67669,280,25210,2023-11-29,Purchase,101968.62,Time Decay,1
67670,244,8588,2023-11-15,Contact,2835488.89,Time Decay,10
67671,30,57746,2025-07-02,Download,2843849.81,First Click,19
67672,35,5901,2025-07-30,Sign Up,1349511.76,Last Click,33
67673,254,38234,2024-03-14,Sign Up,1779337.75,Linear,49
67674,92,48100,2025-07-09,Contact,125734.8,First Click,32
67675,137,55282,2023-11-15,Purchase,2256731.98,Last Click,78
67676,13,21523,2024-04-17,Add to Cart,2855785.89,Time Decay,54
67677,304,20636,2024-04-04,Download,2538314.29,Last Click,57
67678,97,58317,2024-06-01,Download,723061.07,Time Decay,30
67679,420,52032,2024-02-24,Download,777219.9,Time Decay,62
67680,317,31863,2024-03-11,Contact,983894.31,Linear,72
67681,409,41525,2024-08-09,Sign Up,1608771.51,Linear,38
67682,361,21375,2024-06-28,Add to Cart,2035821.91,Time Decay,63
67683,238,15943,2024-08-05,Download,628371.87,Time Decay,24
67684,116,42624,2025-11-08,Purchase,311525.44,First Click,2
67685,105,14323,2024-07-02,Contact,1405234.96,Time Decay,44
67686,77,1167,2024-01-27,Add to Cart,2520731.58,Linear,0
67687,347,23707,2024-01-14,Sign Up,2823945.35,Linear,36
67688,493,22688,2025-04-22,Add to Cart,119476.5,First Click,88
67689,470,57799,2024-01-09,Contact,2728573.01,Time Decay,50
67690,259,51752,2025-06-12,Add to Cart,1345238.71,Last Click,30
67691,94,28429,2024-03-16,Purchase,1020461.95,Time Decay,40
67692,260,59492,2024-03-21,Contact,2755813.16,Last Click,19
67693,9,38201,2025-09-15,Sign Up,1086441.32,Last Click,11
67694,293,20192,2025-07-22,Contact,2689632.3,First Click,72
67695,334,35006,2023-11-23,Download,1565814.68,First Click,71
67696,65,45395,2024-10-06,Purchase,2049349.45,First Click,27
67697,25,16661,2024-06-30,Contact,1998057.34,First Click,26
67698,401,53883,2025-02-13,Contact,690726.64,Time Decay,62
67699,68,46470,2024-07-10,Download,308653.74,Linear,8
67700,352,7500,2024-12-13,Add to Cart,2784003.85,Linear,76
67701,179,32392,2025-09-09,Purchase,1091805.71,Last Click,73
67702,496,13733,2025-01-15,Add to Cart,890985.48,Linear,79
67703,361,23417,2025-10-19,Contact,2909719.91,Time Decay,47
67704,160,15820,2024-02-14,Contact,1589740.68,Linear,46
67705,110,7292,2025-09-13,Purchase,867155.68,First Click,89
67706,43,35083,2025-09-20,Add to Cart,735717.61,Time Decay,19
67707,358,31412,2025-05-11,Contact,495449.21,First Click,82
67708,123,18892,2024-05-25,Add to Cart,1874487.87,First Click,69
67709,118,21456,2025-06-27,Purchase,235960.07,First Click,44
67710,78,52082,2023-11-23,Contact,2319580.11,Time Decay,23
67711,37,1905,2025-07-19,Purchase,2466044.22,Linear,31
67712,233,9426,2024-02-27,Purchase,547223.4,Last Click,39
67713,192,9145,2025-09-27,Purchase,132762.77,Time Decay,35
67714,298,11595,2024-12-15,Sign Up,987274.71,Time Decay,24
67715,232,5638,2025-06-25,Contact,1117437.86,Linear,1
67716,438,40049,2024-07-31,Contact,808079.39,Last Click,47
67717,129,2667,2023-12-27,Contact,573453.48,First Click,33
67718,8,1303,2024-04-01,Sign Up,1131073.93,Last Click,87
67719,26,44857,2024-12-16,Contact,1623232.56,First Click,84
67720,408,11160,2025-11-07,Download,2710961.15,First Click,44
67721,98,11655,2024-04-21,Sign Up,1776437.78,First Click,87
67722,442,57241,2024-04-06,Purchase,1737389.17,Last Click,21
67723,141,53390,2025-01-14,Sign Up,1971290.08,Last Click,69
67724,330,29078,2024-12-13,Contact,2428809.85,Time Decay,8
67725,84,3686,2025-04-26,Sign Up,1800953.92,Linear,62
67726,316,30128,2025-09-29,Purchase,2750900.31,Last Click,14
67727,449,18307,2025-09-12,Sign Up,1890378.69,Linear,44
67728,100,29221,2024-11-06,Sign Up,2556378.75,First Click,67
67729,308,7566,2024-05-16,Contact,,First Click,15
67730,120,31074,2024-09-10,Sign Up,1533496.55,First Click,8
67731,123,27485,2025-11-07,Add to Cart,59824.97,Time Decay,63
67732,340,4444,2025-09-12,Sign Up,681238.1,First Click,15
67733,67,31497,2024-11-09,Sign Up,2084346.14,Time Decay,70
67734,336,3879,2024-02-25,Add to Cart,1803082.38,First Click,67
67735,189,32526,2025-10-14,Purchase,1546247.55,Time Decay,41
67736,305,25616,2025-07-29,Add to Cart,2859281.64,Last Click,46
67737,154,1949,2024-11-04,Purchase,812281.79,First Click,84
67738,166,45695,2025-04-19,Add to Cart,2998735.63,Linear,87
67739,167,55,2024-09-24,Sign Up,1255768.55,Last Click,35
67740,68,52120,2024-01-19,Sign Up,1773042.11,Time Decay,46
67741,225,57752,2025-04-12,Sign Up,936196.82,Last Click,66
67742,36,50372,2025-06-02,Sign Up,1628080.18,Linear,29
67743,109,57163,2024-09-06,Download,2427174.28,First Click,56
67744,375,59686,2024-03-28,Add to Cart,1507028.6,Time Decay,23
67745,184,10027,2025-01-12,Add to Cart,551807.89,First Click,56
67746,338,11013,2025-01-12,Add to Cart,2941754.24,First Click,61
67747,149,10050,2024-07-07,Download,2450169.91,First Click,59
67748,200,22320,2025-03-05,Add to Cart,969875.57,Linear,75
67749,463,35426,2025-09-16,Add to Cart,1373873.26,Last Click,36
67750,263,36020,2025-02-16,Contact,1886936.49,Linear,22
67751,27,24121,2024-11-24,Download,2706254.64,Linear,48
67752,352,19315,2025-03-12,Contact,841691.03,Time Decay,55
67753,47,3191,2024-12-22,Contact,1305970.85,Last Click,87
67754,118,20823,2025-07-21,Contact,160270.75,First Click,39
67755,28,43360,2025-04-21,Contact,937744.74,Time Decay,46
67756,360,50456,2025-03-06,Contact,2121889.55,Last Click,3
67757,42,4205,2024-12-22,Sign Up,293141.35,Linear,26
67758,252,44466,2025-02-06,Add to Cart,2484909.94,Time Decay,11
67759,327,141,2024-02-05,Purchase,365168.15,Time Decay,1
67760,280,35051,2024-08-23,Sign Up,2678719.17,Last Click,17
67761,114,15345,2025-09-18,Download,985994.39,Time Decay,8
67762,459,5681,2025-10-06,Download,2787326.87,Time Decay,33
67763,212,52607,2024-05-21,Contact,2539427.31,Linear,59
67764,387,3214,2025-02-27,Download,555239.66,Time Decay,40
67765,186,20378,2025-02-04,Purchase,955585.26,Last Click,41
67766,163,13232,2025-01-06,Contact,186529.28,First Click,14
67767,212,48098,2025-07-13,Download,2579315.46,Last Click,84
67768,194,41469,2024-01-12,Sign Up,,Time Decay,49
67769,129,28672,2025-01-15,Download,1592297.96,Linear,70
67770,60,15183,2024-03-16,Purchase,1142538.47,Time Decay,33
67771,207,34978,2025-10-05,Sign Up,,Last Click,90
67772,293,27451,2024-07-08,Sign Up,2219166.1,Time Decay,2
67773,457,16638,2024-03-02,Download,2048524.53,Last Click,46
67774,267,43444,2024-09-05,Purchase,2062093.02,Last Click,44
67775,433,24341,2024-04-16,Sign Up,2263030.79,Last Click,29
67776,361,53718,2025-04-09,Sign Up,2256232.22,Time Decay,72
67777,167,20860,2024-11-11,Download,2635354.89,Linear,82
67778,96,15416,2025-07-19,Contact,2108229.88,Time Decay,50
67779,186,11759,2025-09-27,Download,2922450.31,First Click,10
67780,11,1132,2025-06-11,Download,2227805.99,First Click,29
67781,388,11350,2024-07-14,Purchase,1127324.44,Time Decay,76
67782,212,27133,2024-02-20,Download,1507986.88,First Click,26
67783,273,30128,2023-12-25,Contact,529624.05,Time Decay,49
67784,80,56248,2025-03-10,Sign Up,276456.21,First Click,73
67785,2,19543,2024-07-25,Contact,2121779.73,Linear,72
67786,52,20191,2025-01-07,Contact,1114821.7,First Click,40
67787,421,5195,2024-09-07,Purchase,734186.34,Linear,40
67788,346,30808,2025-04-19,Download,669989.87,First Click,48
67789,161,32327,2025-03-26,Download,2056109.14,Time Decay,35
67790,148,9682,2024-03-17,Purchase,347463.48,Time Decay,83
67791,182,26171,2025-01-03,Add to Cart,2846230.18,Time Decay,55
67792,423,5087,2024-12-11,Download,1521319.23,Last Click,36
67793,80,38520,2024-10-04,Sign Up,2269664.23,Last Click,82
67794,68,12139,2025-01-31,Purchase,1883773.83,Time Decay,86
67795,51,42617,2025-02-06,Sign Up,454334.55,First Click,4
67796,135,8374,2024-08-09,Purchase,510277.18,Linear,67
67797,185,33278,2025-11-01,Add to Cart,1743773.89,Linear,24
67798,240,31670,2025-03-25,Sign Up,2681765.05,Last Click,25
67799,83,19097,2023-11-17,Add to Cart,808682.44,Time Decay,23
67800,172,48442,2023-12-18,Sign Up,596193.35,Time Decay,58
67801,216,57313,2024-09-23,Sign Up,647228.51,Linear,9
67802,273,33842,2025-07-21,Purchase,2215969.68,Linear,69
67803,336,44773,2024-06-21,Add to Cart,1769951.42,Linear,24
67804,91,16959,2024-05-08,Sign Up,55197.41,First Click,74
67805,208,42775,2025-01-06,Download,2570026.43,First Click,12
67806,65,11783,2025-03-28,Download,2081831.1,Linear,63
67807,77,4811,2024-05-08,Download,2547945.74,Time Decay,14
67808,137,22732,2024-03-22,Purchase,1583040.66,Linear,56
67809,420,41271,2024-01-03,Sign Up,1906319.03,First Click,81
67810,371,13739,2025-09-05,Sign Up,2419418.0,Last Click,51
67811,227,12348,2025-07-21,Download,2204578.22,First Click,55
67812,192,30173,2025-09-13,Contact,394704.53,Linear,77
67813,442,26998,2024-07-19,Sign Up,2150011.84,Time Decay,19
67814,157,29216,2025-04-06,Download,1390649.02,Linear,79
67815,499,17663,2025-02-23,Sign Up,2742964.31,Time Decay,46
67816,492,30200,2025-02-24,Download,289836.16,Time Decay,43
67817,461,39536,2024-09-12,Contact,2788688.91,Time Decay,73
67818,235,20686,2025-08-27,Add to Cart,2353740.79,Time Decay,81
67819,50,10134,2024-10-28,Download,2885059.9,First Click,64
67820,179,30719,2024-04-11,Add to Cart,642930.76,First Click,68
67821,54,13883,2025-02-24,Add to Cart,1036374.21,First Click,8
67822,220,3141,2024-12-20,Add to Cart,1010341.35,Linear,69
67823,311,59047,2025-05-27,Purchase,192740.26,Time Decay,66
67824,274,22924,2025-04-13,Download,861592.39,Time Decay,18
67825,192,18126,2024-02-19,Add to Cart,1054867.3,First Click,38
67826,248,25919,2024-01-16,Download,87193.55,Time Decay,72
67827,366,11951,2023-12-15,Contact,1214691.05,Linear,30
67828,169,47611,2025-06-07,Add to Cart,2927145.8,Linear,87
67829,18,17675,2024-08-14,Add to Cart,253179.81,Last Click,22
67830,395,13422,2024-01-03,Sign Up,792148.39,Last Click,5
67831,186,4157,2024-06-25,Contact,2710180.29,First Click,8
67832,125,43678,2024-01-21,Sign Up,197530.62,Last Click,89
67833,493,4978,2024-03-28,Download,1662529.16,First Click,63
67834,58,16671,2025-03-31,Add to Cart,2281568.52,Last Click,71
67835,119,48703,2024-09-23,Download,1113807.5,Linear,43
67836,251,38320,2025-09-24,Contact,169329.38,Last Click,6
67837,492,35407,2024-08-13,Sign Up,2422491.94,Last Click,55
67838,107,56765,2024-10-23,Add to Cart,,Linear,60
67839,146,22512,2024-07-02,Purchase,945406.29,Time Decay,72
67840,447,5423,2024-09-10,Purchase,2918276.13,Time Decay,54
67841,59,2467,2023-12-08,Purchase,2769084.76,Time Decay,44
67842,191,22841,2025-08-30,Sign Up,1186923.77,Time Decay,29
67843,330,46360,2025-07-16,Contact,271480.22,Last Click,20
67844,125,15562,2024-10-16,Sign Up,220035.63,Linear,32
67845,30,9068,2024-08-26,Sign Up,1807736.28,First Click,81
67846,476,47155,2024-10-30,Contact,344846.66,Time Decay,48
67847,252,3647,2024-11-21,Add to Cart,653376.87,Last Click,60
67848,384,7500,2024-07-01,Sign Up,1002906.38,Time Decay,27
67849,470,38749,2025-06-05,Purchase,,Time Decay,0
67850,427,19990,2024-03-15,Purchase,1432557.47,Linear,49
67851,468,31928,2025-05-12,Sign Up,1540585.72,Time Decay,38
67852,368,33008,2024-03-02,Contact,2071590.74,Linear,2
67853,160,22795,2025-07-23,Add to Cart,2884603.24,Last Click,74
67854,315,57975,2023-12-02,Add to Cart,304516.45,First Click,78
67855,397,12470,2025-08-04,Sign Up,1931112.28,Linear,5
67856,110,11885,2025-04-30,Purchase,1382289.23,Linear,20
67857,368,35540,2025-08-25,Download,1023898.04,Last Click,50
67858,297,18899,2024-04-25,Download,292706.9,Time Decay,90
67859,23,48268,2024-03-11,Sign Up,613789.29,Time Decay,88
67860,221,43582,2024-12-12,Purchase,327095.34,Time Decay,62
67861,376,59510,2025-03-03,Add to Cart,257148.29,First Click,23
67862,57,54605,2024-08-20,Contact,1305437.44,Linear,2
67863,432,5421,2024-12-22,Purchase,2979026.61,First Click,51
67864,382,59137,2025-07-20,Sign Up,200742.4,Time Decay,11
67865,186,5735,2025-10-16,Download,707092.58,Linear,31
67866,215,48591,2024-08-20,Download,978909.19,Time Decay,43
67867,168,5838,2025-10-05,Add to Cart,2999773.02,Time Decay,53
67868,339,56828,2025-08-24,Add to Cart,,First Click,70
67869,283,33775,2024-10-20,Sign Up,1844190.89,Time Decay,63
67870,160,45742,2025-01-09,Purchase,629173.12,First Click,50
67871,229,11706,2024-11-23,Download,2932173.57,Last Click,23
67872,469,43173,2024-03-03,Download,1252901.7,Time Decay,73
67873,148,53871,2024-12-28,Purchase,2007091.66,Linear,9
67874,215,33090,2025-11-01,Contact,581101.41,Time Decay,84
67875,243,38256,2025-01-06,Sign Up,645274.19,Linear,51
67876,314,37991,2024-05-27,Download,1141219.91,Last Click,36
67877,398,24057,2025-10-19,Contact,392454.07,Time Decay,69
67878,70,57256,2023-11-18,Download,103575.7,Time Decay,61
67879,381,16097,2024-04-29,Download,2300787.92,First Click,2
67880,131,14925,2024-05-30,Sign Up,2897521.8,Last Click,37
67881,119,15994,2023-11-26,Sign Up,1021584.1,Time Decay,0
67882,4,34945,2025-07-26,Add to Cart,1364119.01,First Click,53
67883,310,27664,2025-08-07,Purchase,2663023.78,First Click,53
67884,33,14980,2025-03-21,Add to Cart,,Last Click,42
67885,326,42568,2025-04-15,Contact,1005484.7,Time Decay,20
67886,464,11289,2024-05-19,Contact,1461794.56,First Click,21
67887,321,42786,2024-04-15,Purchase,2526650.46,Time Decay,61
67888,241,8499,2024-09-06,Add to Cart,492436.9,Time Decay,27
67889,65,37990,2025-10-28,Contact,2184704.25,Last Click,66
67890,159,22817,2024-07-20,Purchase,296989.56,Last Click,38
67891,278,46291,2024-07-17,Add to Cart,1362326.53,First Click,78
67892,347,17626,2024-02-23,Purchase,2081539.74,Linear,74
67893,88,21523,2024-09-13,Sign Up,1247434.16,Linear,16
67894,24,46690,2024-11-16,Add to Cart,2035945.56,Last Click,14
67895,118,56443,2025-09-25,Contact,2672495.32,First Click,88
67896,256,18911,2025-02-17,Sign Up,462219.68,Last Click,62
67897,382,38678,2025-04-09,Contact,2112020.47,First Click,22
67898,16,12867,2025-09-06,Sign Up,1703598.73,First Click,44
67899,79,4641,2025-01-31,Contact,2488049.29,First Click,47
67900,211,26921,2024-05-22,Add to Cart,2485366.58,Linear,41
67901,85,37167,2024-04-28,Contact,1902453.0,Time Decay,61
67902,457,58206,2025-04-11,Download,2756251.7,Last Click,47
67903,248,31154,2025-05-19,Add to Cart,2294760.16,Linear,79
67904,262,29798,2025-09-28,Contact,2040259.84,Last Click,27
67905,124,50986,2025-07-22,Add to Cart,227420.12,First Click,25
67906,270,49288,2025-04-05,Contact,216725.88,First Click,6
67907,362,355,2024-08-09,Contact,472845.65,Linear,49
67908,14,3970,2024-09-01,Add to Cart,95801.19,Last Click,29
67909,267,44393,2024-04-16,Add to Cart,1106699.69,Time Decay,68
67910,233,31254,2024-06-17,Sign Up,629924.98,Last Click,1
67911,166,39778,2025-10-05,Sign Up,1431490.39,First Click,2
67912,28,59110,2025-05-28,Download,2451217.07,Time Decay,19
67913,367,44136,2024-07-23,Download,1038216.28,Linear,2
67914,344,49750,2024-09-14,Download,331746.61,First Click,85
67915,427,2383,2025-02-21,Purchase,572728.49,First Click,45
67916,234,42732,2025-07-27,Sign Up,1405306.63,Last Click,50
67917,486,14332,2024-05-30,Add to Cart,2651401.02,Last Click,27
67918,69,46581,2024-08-18,Add to Cart,759553.95,Time Decay,61
67919,69,8755,2024-04-15,Sign Up,183595.14,Time Decay,66
67920,386,9687,2024-01-18,Add to Cart,1052222.84,First Click,51
67921,489,34056,2024-09-29,Download,2371430.28,Last Click,79
67922,101,29852,2025-06-29,Contact,1459360.07,Last Click,41
67923,17,42066,2024-10-17,Purchase,1379168.39,First Click,20
67924,427,7261,2025-06-16,Add to Cart,1245289.02,Time Decay,59
67925,156,34823,2024-03-05,Sign Up,701892.93,Last Click,64
67926,431,2864,2025-10-12,Contact,2836072.3,First Click,38
67927,354,30687,2024-10-19,Contact,2809877.53,Last Click,5
67928,189,20680,2024-01-25,Download,967902.76,Time Decay,23
67929,83,32116,2024-12-01,Sign Up,,First Click,28
67930,328,16901,2024-09-06,Purchase,2059223.42,Last Click,2
67931,88,51371,2025-07-06,Add to Cart,112381.85,Linear,30
67932,41,34954,2024-10-26,Purchase,1945180.17,Linear,43
67933,369,37904,2024-05-05,Add to Cart,1480963.39,Last Click,57
67934,91,3231,2025-06-02,Contact,264917.11,Time Decay,79
67935,260,43399,2025-02-05,Download,1064086.47,Last Click,89
67936,464,18691,2025-06-13,Download,2852270.22,Time Decay,58
67937,359,39932,2025-09-01,Download,2926308.12,Time Decay,44
67938,49,1574,2024-12-22,Contact,2224226.99,Time Decay,31
67939,264,7324,2023-12-03,Contact,239677.09,Linear,65
67940,84,27937,2025-07-25,Download,345827.55,Linear,52
67941,321,13632,2023-11-15,Contact,2122965.89,First Click,36
67942,466,30738,2024-10-21,Contact,2404408.71,Time Decay,51
67943,44,42920,2025-11-06,Sign Up,1031210.71,Last Click,34
67944,20,4319,2024-12-07,Sign Up,1536045.22,First Click,61
67945,317,8338,2025-05-27,Download,1112757.1,Time Decay,3
67946,348,39700,2025-06-17,Contact,1124048.3,Linear,70
67947,248,45406,2024-02-14,Add to Cart,1348021.41,First Click,39
67948,416,23777,2024-09-03,Add to Cart,2857631.54,First Click,56
67949,75,31266,2024-02-06,Download,322078.2,Time Decay,63
67950,228,47113,2024-07-17,Sign Up,1303295.94,Last Click,42
67951,111,39526,2024-10-18,Download,587072.45,Time Decay,63
67952,349,22606,2025-01-14,Add to Cart,1886839.67,First Click,20
67953,349,3652,2024-10-24,Add to Cart,1787436.31,Last Click,19
67954,156,35453,2024-04-02,Contact,2989316.31,Time Decay,42
67955,152,22185,2024-09-25,Contact,2532589.93,First Click,76
67956,364,3963,2025-01-02,Add to Cart,2532401.18,First Click,48
67957,326,18081,2025-09-10,Download,141043.47,First Click,62
67958,196,27418,2025-06-25,Contact,2672098.91,First Click,74
67959,198,46219,2024-10-17,Sign Up,1152711.3,Time Decay,7
67960,439,32020,2024-01-02,Purchase,1022999.43,Linear,53
67961,271,46091,2025-03-25,Sign Up,2826581.44,Time Decay,79
67962,388,43861,2024-11-12,Contact,624182.48,First Click,48
67963,329,26560,2024-11-26,Add to Cart,375682.67,Last Click,43
67964,471,29286,2024-05-29,Download,2769684.45,Linear,4
67965,364,28292,2024-08-10,Contact,2384396.68,First Click,15
67966,81,47269,2024-09-20,Add to Cart,581517.86,Time Decay,16
67967,109,47015,2024-01-12,Purchase,1759652.29,First Click,38
67968,226,49480,2024-06-18,Sign Up,1335442.83,First Click,34
67969,69,17812,2025-09-29,Add to Cart,2357562.31,First Click,87
67970,168,31011,2024-11-15,Sign Up,2016207.31,Last Click,54
67971,352,36430,2025-08-13,Contact,2138289.6,Time Decay,87
67972,384,28108,2024-11-25,Add to Cart,1192281.62,Linear,51
67973,240,54416,2024-12-27,Purchase,310902.08,Last Click,5
67974,111,6453,2024-07-16,Download,419202.5,Linear,84
67975,42,26140,2023-12-28,Download,847574.13,Linear,5
67976,372,38742,2023-12-16,Contact,1233149.43,First Click,53
67977,309,29412,2025-01-30,Sign Up,2024658.74,Linear,11
67978,133,55753,2024-02-01,Contact,2575767.02,Last Click,37
67979,450,29978,2025-03-05,Add to Cart,1589659.03,Time Decay,57
67980,380,51892,2025-02-18,Add to Cart,,First Click,18
67981,228,14720,2024-04-06,Add to Cart,1009775.43,Linear,68
67982,478,10885,2025-04-26,Download,1118347.07,First Click,30
67983,287,6486,2025-03-14,Purchase,979910.55,Linear,20
67984,334,31072,2024-12-19,Sign Up,409675.3,First Click,16
67985,192,9993,2024-04-27,Contact,2218888.96,Linear,23
67986,244,21880,2024-11-20,Contact,1430052.78,First Click,85
67987,388,7112,2025-07-01,Purchase,1997841.86,First Click,15
67988,483,11079,2025-08-22,Purchase,335763.8,Last Click,59
67989,217,21809,2025-10-05,Purchase,2426357.32,Time Decay,6
67990,10,36201,2025-06-05,Purchase,974592.53,Last Click,20
67991,242,7488,2025-08-03,Download,1740933.84,Time Decay,61
67992,242,46580,2024-06-29,Sign Up,2916159.82,First Click,33
67993,394,1266,2025-10-07,Add to Cart,426212.23,Last Click,88
67994,120,29956,2025-05-20,Contact,1083598.93,Linear,50
67995,413,58627,2025-09-26,Purchase,,First Click,66
67996,146,23901,2025-01-13,Purchase,2227775.63,First Click,88
67997,391,32967,2025-09-04,Sign Up,351278.27,Time Decay,16
67998,10,49332,2024-10-07,Purchase,2131483.67,Linear,8
67999,489,15748,2025-03-19,Download,1891434.13,Linear,73
68000,103,29121,2024-02-02,Download,2018884.75,Last Click,66
68001,326,44670,2024-04-22,Sign Up,1351421.27,Last Click,6
68002,217,26276,2024-06-18,Add to Cart,1832685.58,Last Click,16
68003,1,39740,2024-07-10,Add to Cart,2005034.5,First Click,90
68004,278,38225,2025-09-15,Contact,2594429.07,Linear,26
68005,399,35396,2025-01-04,Sign Up,2000474.44,First Click,32
68006,236,38739,2024-04-30,Download,1064767.99,Last Click,62
68007,415,8256,2025-08-23,Sign Up,2204916.99,Linear,81
68008,1,54412,2024-09-30,Contact,,Time Decay,48
68009,250,29037,2025-02-08,Add to Cart,1639505.66,Time Decay,46
68010,245,46205,2024-03-27,Sign Up,404501.27,Linear,27
68011,87,35278,2024-03-04,Sign Up,2649940.21,Time Decay,52
68012,216,59378,2025-02-12,Add to Cart,2425686.97,Last Click,3
68013,222,17244,2025-09-30,Contact,2817171.06,Last Click,53
68014,199,19947,2024-12-23,Download,,Linear,37
68015,153,31817,2025-11-01,Purchase,1701723.08,Last Click,65
68016,263,22420,2024-11-14,Contact,1083937.4,Linear,44
68017,421,4319,2024-03-27,Purchase,2582970.43,Linear,59
68018,133,44634,2024-09-21,Purchase,1917873.68,Last Click,39
68019,211,11576,2025-05-12,Contact,490590.26,First Click,89
68020,167,53373,2025-11-03,Purchase,2309361.62,Linear,40
68021,85,9476,2025-07-27,Add to Cart,2016312.75,First Click,15
68022,385,15472,2025-07-11,Download,936821.06,First Click,17
68023,447,47561,2024-10-02,Sign Up,1637750.4,Linear,29
68024,372,45048,2025-04-03,Contact,734610.38,First Click,77
68025,438,55666,2025-08-02,Purchase,2474871.78,First Click,3
68026,105,21128,2024-02-17,Purchase,2443946.08,Linear,71
68027,465,7339,2025-10-20,Sign Up,1281831.65,First Click,17
68028,279,30312,2024-04-26,Purchase,1589825.1,Time Decay,58
68029,71,56949,2024-08-25,Add to Cart,133901.58,Last Click,90
68030,105,8748,2024-02-15,Add to Cart,2621347.09,Time Decay,41
68031,196,28209,2025-10-06,Contact,2685958.08,Last Click,2
68032,189,29460,2024-11-29,Sign Up,1012884.83,Last Click,46
68033,133,44858,2024-06-27,Add to Cart,1696222.79,Last Click,84
68034,484,39813,2024-05-20,Purchase,644560.29,First Click,78
68035,212,22685,2024-03-14,Download,1948203.51,First Click,49
68036,234,40521,2025-10-19,Contact,1582334.56,First Click,60
68037,265,21280,2025-07-11,Sign Up,1136516.86,Last Click,10
68038,215,54617,2025-11-05,Add to Cart,983478.28,Linear,28
68039,282,1347,2025-07-28,Sign Up,1647345.49,Last Click,55
68040,101,18164,2024-05-11,Contact,756705.7,First Click,28
68041,487,18882,2025-07-26,Add to Cart,839603.64,First Click,79
68042,2,16952,2024-01-28,Add to Cart,1782085.03,Linear,19
68043,213,37015,2024-10-15,Sign Up,1393105.34,Last Click,53
68044,433,44763,2025-09-30,Add to Cart,857238.34,First Click,66
68045,323,2804,2025-04-04,Contact,826647.76,Last Click,17
68046,291,21215,2024-04-28,Purchase,2812369.96,Time Decay,73
68047,379,38224,2024-04-04,Download,907020.12,Last Click,83
68048,225,41240,2025-01-16,Sign Up,2516747.82,Time Decay,90
68049,234,48871,2025-02-02,Purchase,1773316.68,First Click,55
68050,434,40476,2024-11-15,Contact,,Linear,33
68051,350,4058,2025-01-26,Download,2634348.76,Time Decay,57
68052,152,59596,2024-03-22,Download,2310433.18,Last Click,59
68053,24,32364,2025-02-14,Purchase,996387.99,Linear,29
68054,175,10516,2023-12-01,Sign Up,129228.88,Time Decay,37
68055,41,31977,2025-06-16,Contact,454335.24,Last Click,46
68056,392,43904,2025-01-31,Sign Up,2358764.89,First Click,74
68057,52,43860,2025-02-02,Contact,1046230.54,First Click,75
68058,45,41456,2024-05-22,Download,2750489.41,First Click,79
68059,37,48807,2025-04-02,Purchase,2889963.5,Linear,12
68060,61,58282,2025-04-05,Add to Cart,2488012.38,Time Decay,71
68061,275,15133,2024-11-06,Sign Up,2765430.46,Time Decay,8
68062,204,20039,2024-05-24,Add to Cart,1508202.12,First Click,10
68063,333,33985,2023-12-08,Sign Up,260356.96,Last Click,56
68064,57,14602,2025-06-21,Sign Up,922755.17,First Click,12
68065,141,46521,2024-04-10,Contact,1252676.17,Last Click,89
68066,7,36769,2025-08-20,Purchase,1786158.52,First Click,67
68067,430,3010,2025-08-10,Sign Up,1561328.52,Linear,51
68068,491,1993,2024-08-25,Purchase,676023.6,Time Decay,55
68069,24,29702,2024-08-09,Sign Up,2756518.0,Last Click,9
68070,464,7694,2025-05-08,Download,2222259.89,Time Decay,63
68071,108,33764,2024-08-12,Sign Up,1489637.73,Last Click,57
68072,10,32947,2024-11-10,Purchase,2946290.17,Linear,21
68073,136,7395,2024-08-05,Sign Up,621471.89,First Click,21
68074,192,43278,2025-01-14,Purchase,1283668.63,First Click,17
68075,445,55360,2025-05-10,Sign Up,700022.49,Last Click,81
68076,277,3730,2025-06-26,Download,2736455.05,Last Click,11
68077,30,10356,2024-01-24,Sign Up,1117986.28,Time Decay,36
68078,457,27153,2024-09-02,Contact,298692.03,Last Click,69
68079,81,29443,2024-12-02,Add to Cart,2797998.91,First Click,69
68080,123,33253,2024-07-03,Download,740071.74,Linear,68
68081,300,38524,2025-03-20,Download,177598.46,Last Click,87
68082,152,12032,2024-06-19,Contact,916616.53,First Click,33
68083,256,38354,2025-01-23,Sign Up,2046494.02,Linear,0
68084,189,39391,2024-01-30,Download,2331950.02,Linear,61
68085,437,39446,2025-07-16,Sign Up,904775.17,First Click,75
68086,6,48026,2024-03-18,Sign Up,2304908.42,First Click,12
68087,467,53380,2023-12-23,Contact,1940170.26,Last Click,11
68088,253,43517,2025-08-24,Purchase,2311246.2,First Click,29
68089,217,15739,2025-09-15,Add to Cart,817237.91,Last Click,74
68090,12,26223,2024-10-21,Add to Cart,2699542.18,Linear,84
68091,395,34627,2025-08-29,Add to Cart,85963.89,Last Click,75
68092,70,33725,2024-03-31,Add to Cart,531236.9,Linear,68
